video_id,comment,sentiment
BJ3N0_gO9gg,"Cars are pointless, 7 figures a year and a beat up Toyota.",-0.25
pFGHA-pYU7s,lol cmon now,0.8
pFGHA-pYU7s,He's boring as hell. That's why I don't watch him.,-1.0
pFGHA-pYU7s,Having the follower base is what made all of his businesses succeed. Like Prime would have fallen off in a year if Logan and Ksi never promoted to children that are the only consumers on charts. And whistlingdiesels shitty alcohol brand would never of even made it on shelf’s if he didn’t have 10million tards worshipping him and his crappy merch,-0.4
pFGHA-pYU7s,The Ad-pocalypse in late 2010’s drove a lot of advertisers away and CPM dropped drastically.  His content was always edgy-sexual humor and his demographic was younger teens to 24 year olds.,-0.15
pFGHA-pYU7s,Makes so sense. He’s making 2k a month but has million dollar streams ?,0.0
pFGHA-pYU7s,How much did he pay you to make this?,0.2
pFGHA-pYU7s,Tax avoidance,0.0
pFGHA-pYU7s,This guy is such a tool.,0.0
pFGHA-pYU7s,Its because his channels dead,-0.2
pFGHA-pYU7s,Is that just cause payouts decreased so drastically?,-0.4
8Y7Pyzqc9tk,"-Here is a link containing the source material for each piece of research cited. I do my best to make my videos as accurate as I can, and the additional resources should help anyone who wants to look into them further - enjoy! https://docs.google.com/spreadsheets/d/1qJUpcs3UxTlvNukMe9CkPlHrH34wgVGsBq4g2MhpHaM/edit?usp=sharing
-Thanks To ZipRecruiter For Sponsoring This Video: Post your job FOR FREE at https://ziprecruiter.yt.link/2xkFd0B",0.38571428571428573
8Y7Pyzqc9tk,"For the first time ever, i bought stocks like a week ago. 20k.

just my luck lol.
now the question is do i buy more rn, or do i wait for a potentially lower price to get a better dca?",0.41
8Y7Pyzqc9tk,Fear mongering,0.0
8Y7Pyzqc9tk,TRUMP/MAGA 🇺🇸👍✊,0.0
8Y7Pyzqc9tk,"Stop calling it a ""Trump recession."" We were heading towards a recession before he got back into office because of the previous administration.",-0.08333333333333333
8Y7Pyzqc9tk,In other words we’re going to war,-0.125
8Y7Pyzqc9tk,"why the market still up 7% YTD, and also, hows your boyfriend?",0.0
8Y7Pyzqc9tk,this is actually insane n so unethically determined. things can't get better if they don't get worse.,-0.3
8Y7Pyzqc9tk,"@Graham Stephens knocks it on occasion, but just like he was wrong with FTX, he's wrong about the safest bet in this dynamic market--led by Ryan Cohen, profitable, $6B in cash, zealots for retail ownership, and now recently a $1.5B vote of confidence from institutional owners, brace yourself for what's about to happen with Gamestop!  Ask yourself why the entire market is down deeply in the red, and $GME is up 5%...  is Graham ever gonna take a deeper look at this ""meme stock""?  Well?",-0.14444444444444446
8Y7Pyzqc9tk,It's about helping main st. Not wall st. Everyone knew this was coming and if you didn't transfer your portfolio into vix shares then it's really on you.,0.18333333333333335
8Y7Pyzqc9tk,He wrecked everyone's retirement savings and went playing golf with his billionaire friends.,0.0
8Y7Pyzqc9tk,I pay premium YouTube for no ads and I don’t appreciate ads,0.0
8Y7Pyzqc9tk,Remote workers don’t mind they move to countries like Mexico or other countries who’s money doesn’t hold much value as the dollar so basically all wealthy people are fine not the working class .,0.17833333333333332
8Y7Pyzqc9tk,"I foresee a recession lasting 2-3 years, and if inflation continues to surge, the Federal Reserve will likely raise interest rates soon. Inflation is causing various issues worldwide, such as food shortages, scarcities of diesel and heating fuel, and significant spikes in housing prices, leading to a potential financial market crash. This global downturn could have long-lasting repercussions. Given the current inflation rate of approximately 9%, my main worry is how to optimize my savings and retirement fund, which has remained stagnant at around $300,000, yielding almost no gains for quite some time.",0.05416666666666666
8Y7Pyzqc9tk,"Anybody who thinks these tariffs are good for the country are delusional. Every major country that trades with the US is making alternate trade agreements with friendly countries. You guys are isolating yourselves from the rest of the world and your GDP will suffer for years to come, even if you get a more globalist-friendly leader.",0.3275
8Y7Pyzqc9tk,"You Mislabeled it, the recession started in 2021. They can fudge the numbers all they want this already started post covid and Biden admin.",0.0
8Y7Pyzqc9tk,"Man I'm just finding more and more things as I watch this video... if housing prices are forecast to gain 3.x%... you have to weigh that against inflation. That's not in real dollars. Yeah, you'll get that 3% but literally the CPI report that came out just a few days ago and said.... ( drum roll ) inflation was 3.4% YoY.  So that means literally zero or even negative value if there is even no additional inflation this year.",0.13999999999999999
8Y7Pyzqc9tk,"I love these videos, thank you Graham for simplifying what we are seeing with tariffs!",0.625
8Y7Pyzqc9tk,"Trump thinks by doing this, Nike and Ford are just going to build factories here in the next 36 months. 😂",0.0
8Y7Pyzqc9tk,"Thanks for saying it how it is, unlike on the right leaning iced coffee hour",0.24285714285714285
8Y7Pyzqc9tk,"Graham, I'd say it's a little misleading to tell you audience that sub prime mortgages ""aren't a concern"" anymore. Mortgage backed securities are still around and are $11T. Dodd-Frank does mitigate risk from the valid west casino practices risk quite a bit, but large scale failures can still happen and could significantly impact the market ( and the taxpayer since the government guarantees most of them )",0.22544642857142858
8Y7Pyzqc9tk,"Only GAMBLERS are worried about short term fluctuations.

Normal people don’t gamble on Wall Street.",0.049999999999999996
8Y7Pyzqc9tk,Buy buy buy,0.0
8Y7Pyzqc9tk,I don’t even know what a recession means the last administration changed the definition,0.0
8Y7Pyzqc9tk,"Graham,  I hear you on real estate and I know that's your greatest are of focus, but  aren't you assuming that foreclosure and downsizing of people who can. no longer afford their lifestyle will make huge impact, especially in high speculation real estate markets? Aren't cities like Miami already having this happen? 
Also, isn't it true that recessions due often trigger lower interest rates, but that tariffs are going to increase inflation which will prevent interest rates from going down? If we had a ""typical"" recession, I'd agree with you, but it seems like lowering the interest rate here would just make prices skyrocket. So you just run into the same affordability problem of the buyer... they'r enow going to have to pay 20% more for their house with a 1% lower mortgage interest rate. Which because we're in a recession, wages will not go up and that will make housing even less affordable.  I would like to agree with you, but someone needs to tell me why what I've said above doesn't apply because it just feels really really risky to go into more real estate right now.",0.20834267040149398
8Y7Pyzqc9tk,"Over the next few days, everyone should be cutting all unnecessary expenses... you don't have to go down to bologna sandwiches, but be strict and real with yourself. Get out of risky investments especially for any stock you don't understand the business of and how it makes money.  Make sure you build up 2 things: 6 months savings to protect you if you lose your job.  And as much money as you can to start dollar cost averaging the market. Do it on that order.  I'm just a middle class guy with a mediocre income and massively improved my retirement and my regular investments when I did this in the 2007 market when I was in my late 20's. Discipline, Diversify, DCA.  It's boring and it's works no matter what happens to the market.",-0.1503703703703704
8Y7Pyzqc9tk,"We live paycheck to paycheck we can't afford this back and forth, PEOPLE WILL DIE!",0.06818181818181818
8Y7Pyzqc9tk,THIS IS PROFITABLE FOR THE WEALTHY LIKE YOU! WE WILL SUFFER!,0.78125
8Y7Pyzqc9tk,"Only diffrence is Trumps ""reciprocal"" tariffs are t reciprocal. Hes too much of an idiot to realize the average tariff on of like 2 % and his response is a at minimum 5x that.",-0.3166666666666667
8Y7Pyzqc9tk,We have been in a recession for two years. Redefining it changed nothing.,0.0
8Y7Pyzqc9tk,Trump recession that began during Biden administration but manipulated data to cover it up.,0.0
8Y7Pyzqc9tk,I have a feeling that Graham wont issue an apology when tariffs dont go away.,0.0
8Y7Pyzqc9tk,Just buy American made products and you won’t see a change. Help the people in your house before you help a stranger. This is a great opportunity to invest and create new companies in America. The main people complaining are lazy & broke. If you have stocks in companies you should’ve done you research and pulled out while it was at its peak. Then buy when it hits the bottom. Not a recession more like greater financial opportunity.,0.23162878787878788
8Y7Pyzqc9tk,The rich will get richer and the poor will get poorer. This is exactly what happened during the recession and great depression. Wealth inequality will skyrocket!,0.30625
8Y7Pyzqc9tk,How does population decline and deportations effect the real estate market?,0.2
8Y7Pyzqc9tk,Think Graham is fallen for trumps lies.,0.0
8Y7Pyzqc9tk,"We finally treat other countries like they treat us, and everyone yells ""the sky is falling"" because THE RICH lose from this happening. And government employees?! THOSE ARE NOT REAL JOBS. The federal government SHOULD NOT be the biggest employer, PERIOD. We need to make these things ourselves. LETS PUT AMERICA FIRST!",0.11125
8Y7Pyzqc9tk,"always stay in the middle Graham, most of us are right there with you!",0.2857142857142857
8Y7Pyzqc9tk,Trump has really convinced people this is a good thing. So much better ways he could have handled this and it's hurting the American economy.,0.35
8Y7Pyzqc9tk,I can tell who you voted for solely by the way you pronounced Kamala’s name 👀,0.0
8Y7Pyzqc9tk,"I am ready to buy stocks I did it in 2008 and 2020 
And now it’s time to do it again make your money",0.2
8Y7Pyzqc9tk,"Why hasnt the housing market crashed yet?  Havent yiu saying housing will crash for past few years now....  and when it finally crashes 10yrs later ""i told you so"" ?",-0.1125
8Y7Pyzqc9tk,The major traitor of US is trump. He will bankrupt america.,0.0625
8Y7Pyzqc9tk,u mean it helps out your back pocket,-0.15625
8Y7Pyzqc9tk,"You Guys, I pressed the like button but I didn't subscribe !!! What sort kickback we looking at ? How much trouble am I in ?",-0.2
8Y7Pyzqc9tk,You should start off by saying “this is my opinion & my point of view”. Dont tell people stuff that isn’t true,0.35
8Y7Pyzqc9tk,"If we define a recession as 2 quarters of negative GDP growth, it might have started already. If the tariffs don’t get resolved we’ll be in negative GDP in Q2 with near certainty. This will sound controversial, I think this will be one of the easier bottoms to identify as we have a clear cause.",0.09166666666666667
8Y7Pyzqc9tk,"Crashed American economy. So, cheap houses, right??? Right?!",0.2607142857142857
8Y7Pyzqc9tk,This is not about a recession it is about a massive change in economic states. If these tariffs stay there will be a depression. The world is also awash in debt and there is no room for error. The capricious manner in which these tariffs were calculated is prima facia evidence of the incompetence of the current administration. Stay tuned.,0.06666666666666667
8Y7Pyzqc9tk,Yes!  Thank you for staying unbiased!!,0.0
qs9sWKuWLAk,They also send happy birthday notes as well from chewy,0.8
qs9sWKuWLAk,damn i’m early to a graham video?!??,0.125
qs9sWKuWLAk,Every customer gets a kiss from me at work,0.0
qs9sWKuWLAk,Dang chewy is smart they should do this with cat food too,0.21428571428571427
qs9sWKuWLAk,First?,0.25
Cb6IovjK46g,Maybe Change country?,0.0
Cb6IovjK46g,Tax is the scammiest legal thing humanity has ever made,0.2
Cb6IovjK46g,That’s not including the gifts she gets from simps.,0.0
Cb6IovjK46g,There is a Treaty! She is so wrong.,-0.5
Cb6IovjK46g,ehhh that's like living in canada!! :D congrats,1.0
Cb6IovjK46g,Move to America genius,0.0
Cb6IovjK46g,Streaming is not hard work,0.14583333333333334
Cb6IovjK46g,"""All this work"" playing games on twitch is work now?",0.0
Cb6IovjK46g,Can she create a company in LA and get her pay through that company? She'll be a remote worker.,-0.1
Cb6IovjK46g,"nobody in the world has been ""demotivated"" by taxes lmao. during the best times in us history the tax rate was 70%+ and we still had millionaires and billionares. people complaning about taxes are so stupid. also twitch doesn't tax you. and if you're making 8600 a month NET you're far better off than 90% of people",0.23333333333333336
Cb6IovjK46g,Now if only we text all wealthy like that.,0.25
Cb6IovjK46g,chopped and still making almost 9k is insane,-1.0
Cb6IovjK46g,"If she earns $80K a year after Twitch’s cut, she should not be paying more than ~37.5 percent. That includes income tax, USC, and PRSI.

Ireland allows overpaid taxes to be claimed for up to five years as well so she might be entitled to a serious refund. Also if she's doing mistakes like that she's probably forgotten a billion different deductibles. 

Someone please go tell her.",0.05555555555555556
Cb6IovjK46g,"Sounds like she just needs a good team behind her consisting of a solid accountant and a tax attorney to advise her and set up structures, with asset purchasing strategies that would greatly offset her tax! 💯",0.32499999999999996
Cb6IovjK46g,Looks like a literal circus performer 😂,0.0
Cb6IovjK46g,How aren't her eyelids stuck together,0.0
Cb6IovjK46g,Then move?,0.0
Cb6IovjK46g,Yet you could just hop to northern Ireland,0.0
Cb6IovjK46g,8.6k to play video games and still complaining is diabolical,0.0
Cb6IovjK46g,I think she makes what 185k before tax?,0.0
Cb6IovjK46g,"Just move back to Ireland and keep steaming, why live in LA?",0.06818181818181818
Cb6IovjK46g,This is why cheating on your taxes is justified.,0.4
Cb6IovjK46g,"move to germany, we have like non tax :)",0.5
Cb6IovjK46g,Time to start a shell company or somehow increase your write offs or literally anything. 60% is far too much. Doesnt matter who you are. Government works for the people not the other way around.,0.05833333333333335
Cb6IovjK46g,"""Why am i doing all this work?"" lmao, because even then, it's still better than a regular job.",0.3666666666666667
Cb6IovjK46g,"She has a pretty good attitude about it! Sometimes we have difficulty in situations where we feel we aren’t reaping the full benefits we should be (even though obviously she isn’t) and we can get upset and feel defeated. But like she said, not getting everything we think we should be getting out of something doesn’t take away from something being an insane opportunity.",0.09500000000000001
Cb6IovjK46g,i mean the UK has a 60% tax if you make that per month as well soo...,-0.3125
Cb6IovjK46g,Ur lucky ur even in America,0.3333333333333333
Cb6IovjK46g,"welcome to real life, in canada after everything we are easily in the 60-70% range with nothing to show for.. taxation is theft and there is no value from it since they print money out of thin air anyways",0.2583333333333333
Cb6IovjK46g,Minx 💜,0.0
Cb6IovjK46g,Imagine if I told your daughter or mom buach you given me at least 58% of your money,-0.3
Cb6IovjK46g,Germany doing it all at once,0.0
Cb6IovjK46g,She's just wrong... the US and Ireland have a tax treaty that prevents double taxation.... who is doing her taxes and lying to her... they are either embezzling or failing epicly,-0.13333333333333333
Cb6IovjK46g,I heard you can move to dubai since they are no tax at all,0.0
Cb6IovjK46g,Needs to move wtf,-0.5
Cb6IovjK46g,Glad to hear from Minx again. Sad that Ireland is still screwing her over though. I hope she's okay,0.16666666666666666
Cb6IovjK46g,That's totally Carol Baskin,0.0
Cb6IovjK46g,I'll move fick Ireland,0.0
Cb6IovjK46g,Bold of you to say streaming is work lmao,0.4666666666666667
Cb6IovjK46g,"Ireland DOES have a tax treaty with the US, I have no idea how she can’t properly set it up, it takes like 20 minutes. I was able to do it at 16 with some basic research",0.16666666666666666
Cb6IovjK46g,LA TAX??? tf u talkin bout girl,0.0
Cb6IovjK46g,But you get free healthcare,0.4
Cb6IovjK46g,Has she never heard of a W8-BEN? She isn't obligated to pay US taxes.,0.0
Cb6IovjK46g,"""a treedee"" I can't believe I'm ethnically from these people.",0.0
Cb6IovjK46g,And it won’t last much longer.😢.  Not a great long term strategy when you wash up.,-0.0625
Cb6IovjK46g,Welcome to the Netherlands! Where they always take more then 50% 😂😂,0.75
Cb6IovjK46g,"""All this work""

Content creators (professional bums) calling what they do as 'work' is hilarious. I have seen what goes into their 'work' , this is about as akin to work as folding laundry. It is slightly chorus but otherwise very simple and relaxing.

I do not know many jobs that can be described in this way.",0.18666666666666668
Cb6IovjK46g,Eight point six k lol,0.8
Cb6IovjK46g,"So when a viewer donates, they are really just donating to governments",0.2
Cb6IovjK46g,"Just move to the UK then? It's in the CTA, so you don't need a visa to settle down. Live across the border enough to pay uk taxes.",-0.006397306397306411
pWCr6EonOqE,The king!,0.0
pWCr6EonOqE,"He k my made $30,000-40,000???",0.0
pWCr6EonOqE,Why did you end the reel with him stumbling on his words 😂,0.0
pWCr6EonOqE,And now dax flame is the king of wholesome awkward instagram reels 😂,-0.6
66OjsPEA9jE,This is the modern maga movement btw. Use influencers like these guys to hype up bad investments.,-0.24999999999999992
66OjsPEA9jE,So he didn't make any money,0.0
66OjsPEA9jE,"Never sell your stock if it’s already down a lot, unless the company went to trash, just keep waiting you already loose almost everything just wait till it’s up again",-0.11623931623931626
66OjsPEA9jE,How is jack?,0.0
66OjsPEA9jE,“Investment” and “dogecoin” in the same sentence should only exist if “is not” is between them,0.0
66OjsPEA9jE,I'm like jack,0.0
66OjsPEA9jE,Calling doge an investment is his problem,0.0
66OjsPEA9jE,Imagine being down in Palantir.,-0.15555555555555559
66OjsPEA9jE,Doge coin was the worst ‘investment’ you made.,-1.0
66OjsPEA9jE,This is not investing,0.0
66OjsPEA9jE,I cant believe anybody thought Robinhood stock would be a good investment,0.7
66OjsPEA9jE,"Plantir literally unalives people, and this is what you guys are investing in? Devastating",-1.0
66OjsPEA9jE,Tell him to buy some Tesla,0.0
66OjsPEA9jE,Bro waits til a stock shoots up in value then BUYS CALLS! 😂😂😂,0.0
